Date,Open,High,Low,Close,Adj Close,Volume
2016-02-26,16400.000000,16440.000000,15970.000000,15970.000000,14417.021484,488000
2016-02-29,15245.000000,16350.000000,15110.000000,15815.000000,14277.092773,1688200
2016-03-01,15590.000000,15790.000000,15060.000000,15390.000000,13893.420898,1137200
2016-03-02,15890.000000,16080.000000,15475.000000,15940.000000,14389.937500,943800
2016-03-03,15995.000000,16600.000000,15815.000000,16600.000000,14985.757813,859300
2016-03-04,16640.000000,16710.000000,16490.000000,16665.000000,15044.437500,477600
2016-03-07,16745.000000,16750.000000,15760.000000,15805.000000,14268.066406,1177300
2016-03-08,15600.000000,15980.000000,15430.000000,15825.000000,14286.121094,717700
2016-03-09,15540.000000,15860.000000,15520.000000,15790.000000,14254.524414,459300
2016-03-10,16005.000000,16175.000000,15820.000000,16100.000000,14534.378906,624700
2016-03-11,15865.000000,16215.000000,15750.000000,16115.000000,14547.920898,659800
2016-03-14,16090.000000,16095.000000,15870.000000,15900.000000,14353.828125,642700
2016-03-15,16000.000000,16040.000000,15825.000000,15910.000000,14362.854492,555700
2016-03-16,15800.000000,16035.000000,15750.000000,15895.000000,14349.314453,443300
2016-03-17,16050.000000,16150.000000,15240.000000,15320.000000,13830.229492,908200
2016-03-18,15540.000000,15560.000000,15110.000000,15265.000000,13780.578125,898700
2016-03-22,15660.000000,16550.000000,15585.000000,16515.000000,14909.022461,1575600
2016-03-23,16685.000000,16790.000000,16245.000000,16350.000000,14760.069336,1135200
2016-03-24,16270.000000,17090.000000,16000.000000,16855.000000,15215.958984,1049800
2016-03-25,16725.000000,17070.000000,16660.000000,16815.000000,15179.848633,525400
2016-03-28,16840.000000,17075.000000,16745.000000,17065.000000,15405.539063,503000
2016-03-29,16945.000000,16960.000000,16560.000000,16800.000000,15273.712891,808800
2016-03-30,16750.000000,16930.000000,16175.000000,16180.000000,14710.039063,951700
2016-03-31,16400.000000,16555.000000,16000.000000,16000.000000,14546.393555,667100
2016-04-01,16035.000000,16070.000000,15335.000000,15395.000000,13996.356445,772400
2016-04-04,15260.000000,15730.000000,15180.000000,15370.000000,13973.628906,531500
2016-04-05,15300.000000,15455.000000,14990.000000,15020.000000,13655.424805,569700
2016-04-06,15010.000000,15240.000000,14825.000000,15095.000000,13723.613281,535500
2016-04-07,14990.000000,15540.000000,14955.000000,15530.000000,14119.093750,673800
2016-04-08,15250.000000,16000.000000,15205.000000,15795.000000,14360.017578,935400
2016-04-11,15790.000000,15890.000000,15450.000000,15855.000000,14414.566406,490300
2016-04-12,15925.000000,16350.000000,15870.000000,16325.000000,14841.866211,575000
2016-04-13,16500.000000,16595.000000,16170.000000,16215.000000,14741.859375,618400
2016-04-14,16780.000000,17150.000000,16685.000000,16875.000000,15341.896484,1123900
2016-04-15,16705.000000,17050.000000,16570.000000,16905.000000,15369.172852,548800
2016-04-18,16100.000000,16565.000000,16100.000000,16420.000000,14928.233398,558500
2016-04-19,16850.000000,17095.000000,16740.000000,17000.000000,15455.541016,577200
2016-04-20,17210.000000,17545.000000,16960.000000,17220.000000,15655.554688,855100
2016-04-21,17450.000000,17475.000000,17315.000000,17460.000000,15873.750000,512700
2016-04-22,17200.000000,17305.000000,16935.000000,17140.000000,15582.823242,749400
2016-04-25,17230.000000,17250.000000,16840.000000,16890.000000,15355.536133,655600
2016-04-26,16710.000000,16880.000000,16525.000000,16665.000000,15150.977539,575400
2016-04-27,16555.000000,16640.000000,16360.000000,16520.000000,15019.150391,517800
2016-04-28,15550.000000,15790.000000,15040.000000,15155.000000,13778.162109,2191000
2016-05-02,14675.000000,15050.000000,14675.000000,14935.000000,13578.149414,1158200
2016-05-06,14940.000000,15205.000000,14875.000000,14990.000000,13628.149414,815600
2016-05-09,15155.000000,15425.000000,15085.000000,15220.000000,13837.255859,612500
2016-05-10,15250.000000,15400.000000,15015.000000,15170.000000,13791.797852,626100
2016-05-11,15360.000000,15400.000000,15155.000000,15200.000000,13819.074219,412800
2016-05-12,15005.000000,15565.000000,14910.000000,15565.000000,14150.913086,588500
2016-05-13,15685.000000,15735.000000,15350.000000,15350.000000,13955.445313,461400
2016-05-16,15540.000000,15845.000000,15450.000000,15605.000000,14187.278320,456900
2016-05-17,15560.000000,16010.000000,15520.000000,16005.000000,14550.938477,510400
2016-05-18,15915.000000,16370.000000,15885.000000,16130.000000,14664.581055,604400
2016-05-19,16360.000000,16490.000000,16230.000000,16340.000000,14855.502930,442400
2016-05-20,16160.000000,16400.000000,16045.000000,16365.000000,14878.232422,322800
2016-05-23,16325.000000,16335.000000,15895.000000,16170.000000,14700.948242,394600
2016-05-24,16055.000000,16055.000000,15755.000000,15785.000000,14350.926758,468000
2016-05-25,15985.000000,16145.000000,15910.000000,15950.000000,14500.934570,335900
2016-05-26,16200.000000,16225.000000,15830.000000,15870.000000,14428.203125,276000
2016-05-27,15895.000000,16070.000000,15785.000000,15860.000000,14419.110352,511100
2016-05-30,16025.000000,16035.000000,15750.000000,16000.000000,14546.393555,385000
2016-05-31,16085.000000,16550.000000,16010.000000,16450.000000,14955.510742,989000
2016-06-01,16200.000000,16335.000000,15950.000000,16055.000000,14596.396484,535000
2016-06-02,16045.000000,16150.000000,15685.000000,15695.000000,14269.102539,673800
2016-06-03,15580.000000,15820.000000,15575.000000,15820.000000,14382.746094,323300
2016-06-06,15450.000000,15860.000000,15335.000000,15845.000000,14405.475586,432700
2016-06-07,15930.000000,16245.000000,15930.000000,16245.000000,14769.133789,429400
2016-06-08,16320.000000,16320.000000,16010.000000,16310.000000,14828.228516,485200
2016-06-09,16400.000000,16435.000000,16230.000000,16285.000000,14805.500000,397500
2016-06-10,16270.000000,16285.000000,16010.000000,16065.000000,14605.487305,479800
2016-06-13,15805.000000,15840.000000,15355.000000,15355.000000,13959.992188,488200
2016-06-14,15300.000000,15665.000000,15150.000000,15225.000000,13841.802734,536100
2016-06-15,15100.000000,15280.000000,14970.000000,15055.000000,13687.245117,448900
2016-06-16,15240.000000,15300.000000,14555.000000,14650.000000,13319.041016,615400
2016-06-17,14750.000000,14825.000000,14620.000000,14685.000000,13350.862305,599400
2016-06-20,14970.000000,15100.000000,14725.000000,14970.000000,13609.968750,505800
2016-06-21,14740.000000,15155.000000,14630.000000,15090.000000,13719.067383,401700
2016-06-22,15085.000000,15085.000000,14680.000000,14875.000000,13523.599609,496800
2016-06-23,14915.000000,15055.000000,14780.000000,14925.000000,13569.055664,422100
2016-06-24,15140.000000,15195.000000,13605.000000,13800.000000,12546.263672,919500
2016-06-27,14000.000000,14240.000000,13725.000000,13865.000000,12605.359375,1030200
2016-06-28,13515.000000,13990.000000,13360.000000,13835.000000,12578.084961,825600
2016-06-29,14000.000000,14480.000000,13975.000000,14475.000000,13159.938477,660600
2016-06-30,14750.000000,14975.000000,14585.000000,14585.000000,13259.945313,575900
2016-07-01,14705.000000,14810.000000,14535.000000,14660.000000,13328.133789,441100
2016-07-04,14620.000000,14835.000000,14525.000000,14810.000000,13464.504883,313300
2016-07-05,14695.000000,14800.000000,14390.000000,14490.000000,13173.578125,421200
2016-07-06,14005.000000,14405.000000,13835.000000,14380.000000,13073.569336,578200
2016-07-07,14390.000000,14945.000000,14230.000000,14935.000000,13578.149414,759700
2016-07-08,16435.000000,16670.000000,15885.000000,16270.000000,14791.862305,2924700
2016-07-11,16270.000000,16270.000000,16270.000000,16270.000000,14791.862305,0
2016-07-12,21800.000000,23045.000000,20155.000000,22840.000000,20764.976563,14181500
2016-07-13,21840.000000,22510.000000,21010.000000,21830.000000,19846.736328,10446900
2016-07-14,22500.000000,25960.000000,22310.000000,25300.000000,23001.482422,17595900
2016-07-15,26300.000000,27800.000000,25600.000000,27780.000000,25256.169922,17780100
2016-07-19,31350.000000,32700.000000,29055.000000,31770.000000,28883.681641,22663900
2016-07-20,29170.000000,29980.000000,26000.000000,27765.000000,25242.539063,26137300
2016-07-21,29000.000000,29280.000000,26735.000000,28000.000000,25456.187500,18304400
2016-07-22,27300.000000,29920.000000,27170.000000,28220.000000,25656.199219,25412600
2016-07-25,23720.000000,24555.000000,23220.000000,23220.000000,21110.449219,11321100
2016-07-26,22030.000000,23890.000000,21700.000000,23590.000000,21446.837891,16633600
2016-07-27,22800.000000,23240.000000,21905.000000,22305.000000,20278.578125,9722400
2016-07-28,22075.000000,22600.000000,20725.000000,21080.000000,19164.871094,14209600
2016-07-29,21000.000000,21780.000000,20440.000000,21505.000000,19551.261719,10889500
2016-08-01,20585.000000,21450.000000,20100.000000,20965.000000,19060.320313,7300600
2016-08-02,21400.000000,21520.000000,20890.000000,21005.000000,19096.687500,4641200
2016-08-03,20660.000000,21480.000000,20625.000000,21065.000000,19151.234375,5131700
2016-08-04,21300.000000,21370.000000,20930.000000,21225.000000,19296.699219,3022500
2016-08-05,21300.000000,21340.000000,20600.000000,20715.000000,18833.033203,2796700
2016-08-08,20715.000000,21320.000000,20460.000000,21280.000000,19346.703125,3731600
2016-08-09,21420.000000,22940.000000,21320.000000,22850.000000,20774.066406,9096300
2016-08-10,23015.000000,23360.000000,22410.000000,22780.000000,20710.425781,6186100
2016-08-12,23000.000000,23065.000000,21930.000000,22000.000000,20001.291016,3714500
2016-08-15,21950.000000,22265.000000,21665.000000,22065.000000,20060.384766,2280100
2016-08-16,22065.000000,22225.000000,21715.000000,21720.000000,19746.726563,2080400
2016-08-17,21775.000000,22720.000000,21760.000000,22700.000000,20637.693359,3690000
2016-08-18,22500.000000,23325.000000,22265.000000,22895.000000,20814.978516,4856100
2016-08-19,23150.000000,23235.000000,22065.000000,22200.000000,20183.119141,3599300
2016-08-22,22400.000000,22965.000000,22180.000000,22890.000000,20810.435547,3333800
2016-08-23,23045.000000,23045.000000,22355.000000,22595.000000,20542.230469,3037600
2016-08-24,22585.000000,22775.000000,22115.000000,22385.000000,20351.318359,2442600
2016-08-25,22185.000000,22475.000000,22135.000000,22240.000000,20219.484375,1502300
2016-08-26,22170.000000,22200.000000,21670.000000,21690.000000,19719.457031,1816700
2016-08-29,22090.000000,22455.000000,22020.000000,22410.000000,20374.042969,1902600
2016-08-30,22265.000000,22365.000000,22080.000000,22195.000000,20178.576172,1262900
2016-08-31,22500.000000,22775.000000,22340.000000,22675.000000,20614.966797,1715400
2016-09-01,22800.000000,23450.000000,22515.000000,23430.000000,21301.373047,2802200
2016-09-02,23300.000000,24180.000000,23300.000000,23820.000000,21655.943359,5677600
2016-09-05,24050.000000,24090.000000,23160.000000,23215.000000,21105.908203,3057000
2016-09-06,23295.000000,23605.000000,23225.000000,23550.000000,21410.470703,1588000
2016-09-07,23300.000000,24700.000000,23285.000000,24695.000000,22451.447266,5244000
2016-09-08,29195.000000,29200.000000,27060.000000,27955.000000,25415.271484,13540400
2016-09-09,27550.000000,27935.000000,27265.000000,27625.000000,25115.253906,6268400
2016-09-12,27300.000000,27570.000000,26450.000000,26690.000000,24265.201172,4716700
2016-09-13,26910.000000,27080.000000,25590.000000,25625.000000,23296.955078,6017700
2016-09-14,25600.000000,26335.000000,25375.000000,25755.000000,23415.144531,5213600
2016-09-15,25910.000000,26965.000000,25820.000000,26925.000000,24478.851563,5806600
2016-09-16,26605.000000,27320.000000,26305.000000,27065.000000,24606.132813,5174800
2016-09-20,26650.000000,27775.000000,26555.000000,27315.000000,24833.417969,4749300
2016-09-21,27295.000000,27450.000000,26700.000000,26995.000000,24542.492188,4462600
2016-09-23,26850.000000,27270.000000,26470.000000,27105.000000,24642.498047,3497000
2016-09-26,26945.000000,27030.000000,26630.000000,26675.000000,24251.564453,1810900
2016-09-27,26415.000000,27135.000000,26400.000000,27035.000000,24578.857422,3011500
2016-09-28,26900.000000,27460.000000,26825.000000,27130.000000,24692.626953,2525300
2016-09-29,27480.000000,27480.000000,26935.000000,27140.000000,24701.730469,2138400
2016-09-30,26920.000000,27235.000000,26605.000000,26605.000000,24214.794922,2195500
2016-10-03,26800.000000,26890.000000,26285.000000,26445.000000,24069.167969,2022700
2016-10-04,26555.000000,26570.000000,25930.000000,26170.000000,23818.873047,2114800
2016-10-05,26250.000000,26790.000000,26085.000000,26780.000000,24374.074219,2409500
2016-10-06,26795.000000,26940.000000,26360.000000,26365.000000,23996.355469,1906800
2016-10-07,26375.000000,26750.000000,26285.000000,26690.000000,24292.156250,1756300
2016-10-11,26500.000000,26615.000000,26280.000000,26285.000000,23923.542969,1581200
2016-10-12,26115.000000,26335.000000,25845.000000,25865.000000,23541.275391,1488200
2016-10-13,26015.000000,26535.000000,25925.000000,26075.000000,23732.408203,2246100
2016-10-14,25740.000000,26220.000000,25620.000000,26170.000000,23818.873047,1639400
2016-10-17,26470.000000,26475.000000,25665.000000,25935.000000,23604.986328,2195300
2016-10-18,25830.000000,26315.000000,25635.000000,26215.000000,23859.832031,1660200
2016-10-19,26110.000000,26315.000000,25975.000000,26080.000000,23736.955078,1076600
2016-10-20,25940.000000,27270.000000,25810.000000,26950.000000,24528.796875,5201400
2016-10-21,26000.000000,26190.000000,25025.000000,25185.000000,22922.367188,6095600
2016-10-24,24900.000000,24900.000000,23940.000000,23970.000000,21816.525391,4382400
2016-10-25,23900.000000,24725.000000,23870.000000,24685.000000,22467.285156,3211300
2016-10-26,24540.000000,25000.000000,24410.000000,24520.000000,22317.111328,2351400
2016-10-27,23520.000000,24895.000000,23515.000000,24885.000000,22649.320313,5839500
2016-10-28,25095.000000,25625.000000,25010.000000,25590.000000,23290.984375,3218000
2016-10-31,25600.000000,25900.000000,25345.000000,25440.000000,23154.457031,2172000
2016-11-01,25430.000000,25590.000000,25210.000000,25445.000000,23159.009766,1350700
2016-11-02,25300.000000,25585.000000,24950.000000,25395.000000,23113.500000,1973200
2016-11-04,25000.000000,25070.000000,24360.000000,24400.000000,22207.888672,2154600
2016-11-07,24615.000000,24680.000000,24240.000000,24535.000000,22330.763672,1231900
2016-11-08,24695.000000,24845.000000,24390.000000,24420.000000,22226.095703,1031400
2016-11-09,24590.000000,24600.000000,22200.000000,22915.000000,20856.304688,4233900
2016-11-10,24060.000000,24550.000000,23900.000000,24410.000000,22216.994141,2427000
2016-11-11,24555.000000,24565.000000,24010.000000,24100.000000,21934.845703,1336600
2016-11-14,24100.000000,24920.000000,23920.000000,24840.000000,22608.363281,1660800
2016-11-15,24705.000000,24885.000000,24530.000000,24860.000000,22626.564453,1143100
2016-11-16,25460.000000,26215.000000,25370.000000,25550.000000,23254.574219,3217200
2016-11-17,25670.000000,26050.000000,25610.000000,26050.000000,23709.656250,1863300
2016-11-18,26600.000000,26840.000000,26185.000000,26815.000000,24405.927734,2644300
2016-11-21,27110.000000,27650.000000,26900.000000,27650.000000,25165.906250,2920800
2016-11-22,27465.000000,27880.000000,27430.000000,27855.000000,25352.496094,2230100
2016-11-24,28250.000000,28435.000000,27560.000000,27635.000000,25152.257813,2711800
2016-11-25,27745.000000,27950.000000,27565.000000,27865.000000,25361.593750,1666700
2016-11-28,27810.000000,28120.000000,27685.000000,27970.000000,25457.160156,1668500
2016-11-29,28090.000000,28090.000000,27745.000000,27990.000000,25475.367188,1164300
2016-11-30,28245.000000,28245.000000,27675.000000,27775.000000,25279.679688,1799200
2016-12-01,28000.000000,28130.000000,27860.000000,27940.000000,25429.857422,1601100
2016-12-02,27770.000000,27905.000000,26860.000000,27045.000000,24615.261719,2340400
2016-12-05,26850.000000,27315.000000,26650.000000,27070.000000,24638.017578,1347100
2016-12-06,27395.000000,27925.000000,27190.000000,27865.000000,25361.593750,1699300
2016-12-07,28000.000000,28360.000000,27775.000000,27980.000000,25466.263672,1830200
2016-12-08,28230.000000,28250.000000,27925.000000,28225.000000,25689.253906,1463100
2016-12-09,28400.000000,29420.000000,28370.000000,29255.000000,26626.716797,4185700
2016-12-12,29900.000000,30180.000000,28900.000000,29400.000000,26758.687500,3680900
2016-12-13,29170.000000,29230.000000,28115.000000,28275.000000,25734.761719,3044500
2016-12-14,28275.000000,28320.000000,27880.000000,27975.000000,25461.710938,1786000
2016-12-15,28200.000000,28320.000000,27320.000000,27575.000000,25097.648438,3090700
2016-12-16,27300.000000,27310.000000,26030.000000,26405.000000,24032.761719,5356400
2016-12-19,25000.000000,25430.000000,24340.000000,24540.000000,22335.316406,5629700
2016-12-20,24515.000000,25135.000000,24400.000000,24815.000000,22585.603516,4057600
2016-12-21,25000.000000,25110.000000,24455.000000,24530.000000,22326.210938,2214900
2016-12-22,24110.000000,24430.000000,23505.000000,23595.000000,21475.214844,3360600
2016-12-26,23860.000000,24735.000000,23800.000000,24555.000000,22348.962891,2363800
2016-12-27,24710.000000,24820.000000,24060.000000,24555.000000,22348.962891,2315700
2016-12-28,24415.000000,24585.000000,24225.000000,24345.000000,22157.833984,1312200
2016-12-29,24200.000000,24420.000000,24115.000000,24405.000000,22212.443359,1095300
2016-12-30,24370.000000,24635.000000,24320.000000,24540.000000,22335.316406,1199600
2017-01-04,24540.000000,24545.000000,24330.000000,24480.000000,22280.707031,1437600
2017-01-05,24555.000000,24840.000000,23875.000000,24085.000000,21921.193359,2546200
2017-01-06,24000.000000,24215.000000,23920.000000,24050.000000,21889.333984,1443500
2017-01-10,24490.000000,24530.000000,24185.000000,24370.000000,22180.587891,1725900
2017-01-11,24650.000000,25350.000000,24580.000000,25145.000000,22885.960938,3224400
2017-01-12,25300.000000,25410.000000,24700.000000,25200.000000,22936.019531,2581800
2017-01-13,24900.000000,25085.000000,23620.000000,23750.000000,21616.287109,7589200
2017-01-16,23300.000000,23450.000000,22905.000000,23200.000000,21115.699219,3675600
2017-01-17,22945.000000,23795.000000,22945.000000,23585.000000,21466.113281,3212300
2017-01-18,23515.000000,23705.000000,23155.000000,23465.000000,21356.892578,2830200
2017-01-19,23285.000000,24095.000000,23050.000000,23800.000000,21661.794922,3607900
2017-01-20,23815.000000,24130.000000,23540.000000,23630.000000,21507.070313,2092400
2017-01-23,23520.000000,23700.000000,23280.000000,23510.000000,21397.851563,1208300
2017-01-24,23440.000000,23570.000000,23250.000000,23265.000000,21174.859375,1106800
2017-01-25,23500.000000,23655.000000,23280.000000,23595.000000,21475.214844,1193100
2017-01-26,23600.000000,23710.000000,23455.000000,23570.000000,21452.458984,1453300
2017-01-27,23630.000000,23630.000000,23405.000000,23490.000000,21379.644531,836000
2017-01-30,23500.000000,23650.000000,23480.000000,23565.000000,21447.908203,718700
2017-01-31,23230.000000,23510.000000,23100.000000,23120.000000,21042.888672,1350200
2017-02-01,22500.000000,22720.000000,22005.000000,22625.000000,20592.359375,3082600
2017-02-02,22815.000000,22965.000000,22450.000000,22520.000000,20496.794922,1624500
2017-02-03,22845.000000,23975.000000,22820.000000,23945.000000,21793.771484,3698300
2017-02-06,24000.000000,24160.000000,23570.000000,23735.000000,21602.634766,1593200
2017-02-07,23360.000000,23560.000000,23200.000000,23230.000000,21143.005859,1210000
2017-02-08,23330.000000,23425.000000,22905.000000,23260.000000,21170.312500,1404700
2017-02-09,23230.000000,23690.000000,23050.000000,23405.000000,21302.283203,1605200
2017-02-10,23650.000000,23730.000000,23355.000000,23645.000000,21520.720703,1319100
2017-02-13,23785.000000,23850.000000,23550.000000,23655.000000,21529.822266,829300
2017-02-14,23495.000000,23575.000000,23255.000000,23260.000000,21170.312500,1010200
2017-02-15,23365.000000,23480.000000,22680.000000,22690.000000,20651.517578,1721700
2017-02-16,22770.000000,23150.000000,22745.000000,23120.000000,21042.888672,1304900
2017-02-17,23060.000000,23420.000000,22875.000000,23355.000000,21256.775391,1380800
2017-02-20,23155.000000,23205.000000,22895.000000,23095.000000,21020.134766,808000
2017-02-21,23120.000000,23285.000000,23030.000000,23135.000000,21056.539063,627300
2017-02-22,23170.000000,23310.000000,23010.000000,23310.000000,21215.814453,868200
2017-02-23,23220.000000,23255.000000,23060.000000,23205.000000,21120.251953,684600
2017-02-24,23215.000000,23800.000000,23130.000000,23715.000000,21584.431641,1790500
2017-02-27,23495.000000,23875.000000,23490.000000,23680.000000,21552.576172,1012500
2017-02-28,23795.000000,23825.000000,23485.000000,23500.000000,21388.748047,1089600
2017-03-01,23505.000000,23520.000000,23230.000000,23285.000000,21193.064453,1210900
2017-03-02,23445.000000,23450.000000,22835.000000,22875.000000,20819.898438,2038100
2017-03-03,22970.000000,23830.000000,22940.000000,23710.000000,21579.882813,4834200
2017-03-06,23980.000000,24515.000000,23865.000000,24240.000000,22062.267578,3459900
2017-03-07,24540.000000,24920.000000,24375.000000,24690.000000,22471.837891,3531200
2017-03-08,25210.000000,25320.000000,24710.000000,24825.000000,22594.708984,3807800
2017-03-09,25000.000000,25045.000000,24540.000000,24660.000000,22444.531250,2139300
2017-03-10,24660.000000,25040.000000,24620.000000,24735.000000,22512.794922,2228200
2017-03-13,24710.000000,25010.000000,24480.000000,25000.000000,22753.988281,1423100
2017-03-14,25000.000000,25070.000000,24830.000000,24890.000000,22653.871094,1058600
2017-03-15,24840.000000,25030.000000,24840.000000,24985.000000,22740.333984,1118200
2017-03-16,24945.000000,25195.000000,24935.000000,25155.000000,22895.064453,1247500
2017-03-17,25055.000000,25635.000000,24845.000000,25580.000000,23281.880859,2569100
2017-03-21,26250.000000,26555.000000,25890.000000,26265.000000,23905.337891,4210600
2017-03-22,26140.000000,27645.000000,26130.000000,27405.000000,24942.917969,6143900
2017-03-23,27695.000000,28070.000000,26515.000000,26830.000000,24419.580078,6124900
2017-03-24,26835.000000,27220.000000,26580.000000,26860.000000,24446.882813,2435300
2017-03-27,26920.000000,27170.000000,26735.000000,26885.000000,24469.636719,1750300
2017-03-28,26885.000000,26895.000000,26300.000000,26635.000000,24242.099609,2155300
2017-03-29,26500.000000,26840.000000,26325.000000,26670.000000,24672.267578,1700000
2017-03-30,26680.000000,26755.000000,25975.000000,25995.000000,24047.828125,1892100
2017-03-31,25965.000000,26385.000000,25640.000000,25835.000000,23899.812500,2181300
2017-04-03,25965.000000,26785.000000,25930.000000,26755.000000,24750.898438,1992300
2017-04-04,26820.000000,26980.000000,25890.000000,26055.000000,24103.333984,2492100
2017-04-05,26055.000000,26430.000000,25635.000000,26090.000000,24135.712891,1970500
2017-04-06,26090.000000,26530.000000,26010.000000,26370.000000,24394.740234,2201600
2017-04-07,26370.000000,26370.000000,25395.000000,25765.000000,23835.056641,2805700
2017-04-10,25630.000000,26030.000000,25440.000000,25775.000000,23844.306641,1603200
2017-04-11,25705.000000,25875.000000,25480.000000,25715.000000,23788.800781,1169400
2017-04-12,25300.000000,25675.000000,25300.000000,25610.000000,23691.667969,1297100
2017-04-13,25420.000000,25675.000000,25120.000000,25240.000000,23349.380859,1381900
2017-04-14,25280.000000,26240.000000,25260.000000,25760.000000,23830.431641,2508700
2017-04-17,26025.000000,26660.000000,26025.000000,26505.000000,24519.626953,2266700
2017-04-18,26720.000000,26900.000000,26415.000000,26715.000000,24713.894531,2159600
2017-04-19,26865.000000,27375.000000,26780.000000,27160.000000,25125.564453,3006700
2017-04-20,27305.000000,27555.000000,26800.000000,26815.000000,24806.410156,2620100
2017-04-21,27180.000000,27345.000000,26910.000000,27005.000000,24982.175781,2015900
2017-04-24,27300.000000,27515.000000,27150.000000,27370.000000,25319.832031,1984000
2017-04-25,27645.000000,28015.000000,27570.000000,27960.000000,25865.638672,2972200
2017-04-26,28020.000000,28020.000000,27510.000000,27620.000000,25551.105469,2008300
2017-04-27,27800.000000,27800.000000,27270.000000,27465.000000,25407.718750,1927200
2017-04-28,27000.000000,28260.000000,26915.000000,28045.000000,25944.271484,5641200
2017-05-01,28400.000000,28460.000000,28220.000000,28315.000000,26194.048828,2219800
2017-05-02,28300.000000,28460.000000,28135.000000,28355.000000,26231.048828,1468600
2017-05-08,28980.000000,29365.000000,28730.000000,28810.000000,26651.970703,3446600
2017-05-09,28700.000000,28975.000000,28650.000000,28735.000000,26582.585938,1417300
2017-05-10,28955.000000,29500.000000,28640.000000,29500.000000,27290.283203,2613700
2017-05-11,29500.000000,29710.000000,29390.000000,29545.000000,27331.914063,1879600
2017-05-12,29550.000000,29760.000000,29300.000000,29480.000000,27271.785156,1374500
2017-05-15,29170.000000,30140.000000,28965.000000,29735.000000,27507.681641,2715000
2017-05-16,29885.000000,30260.000000,29835.000000,29990.000000,27743.580078,2600600
2017-05-17,29950.000000,30680.000000,29905.000000,30490.000000,28206.128906,2631700
2017-05-18,30030.000000,30580.000000,30010.000000,30430.000000,28150.623047,2094800
2017-05-19,30650.000000,30700.000000,30190.000000,30300.000000,28030.361328,1471900
2017-05-22,30470.000000,30550.000000,30230.000000,30490.000000,28206.128906,1126500
2017-05-23,30550.000000,30890.000000,30460.000000,30880.000000,28566.912109,1742900
2017-05-24,31000.000000,31900.000000,30970.000000,31880.000000,29492.007813,3079900
2017-05-25,31990.000000,32300.000000,31620.000000,31770.000000,29390.248047,2704400
